Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
2.03,14.1,6.48754639,16.36251869,865,83.00471609,32,129,201,Clayey,grapes,Urea
0.83,29.3,5.789214289,19.88394011,334,20.31564139,17,57,21,Clayey,kidneybeans,Potash
2.22,13.8,6.524478032,25.77175115,158,74.089114,98,44,21,Sandy,maize,Potash
2.37,18.4,6.725551062,28.79728147,263,80.45744422,4,40,21,Clayey,mungbean,DAP
0.54,26.8,5.850439831,21.869274,870,61.91044947,84,44,21,Sandy,maize,NPK
1.26,25.8,7.306918817,25.49848236,925,79.9751579,131,49,22,Clayey,cotton,DAP
2.46,34.6,6.163921248,29.54097171,315,92.91778307,83,11,53,Loamy,muskmelon,NPK
1.31,11.8,7.517097,29.43463808,282,64.94329356,53,74,15,Loamy,blackgram,Potash
2.19,24.9,5.679224346,18.50692825,668,23.61670065,16,75,21,Loamy,kidneybeans,Potash
1.55,23.3,6.315586313,26.18159716,756,81.03886263,40,121,199,Clayey,grapes,Ammonium Sulphate
1.06,32.5,6.861235184,26.70897548,189,69.71184111,101,31,26,Clayey,coffee,Ammonium Sulphate
0.86,9.7,9.072011412,29.34317422,410,60.50320928,39,36,22,Loamy,mothbeans,Potash
0.67,27.6,6.40077205,29.82729394,656,90.79007335,87,6,45,Loamy,muskmelon,Potash
1.95,22,6.276038961,22.8122645,356,86.34233767,34,9,36,Sandy,pomegranate,Urea
1.09,13.2,6.98435366,24.01497622,632,82.05687182,93,56,36,Sandy,rice,Urea
1.38,19.2,7.641024177,23.19305333,632,62.74710773,33,59,19,Loamy,lentil,DAP
1.33,15,6.590571088,19.1345771,151,62.57526895,13,64,20,Loamy,lentil,Ammonium Sulphate
1.53,22.4,8.985348193,31.46511256,437,51.79939437,23,45,21,Clayey,mothbeans,Ammonium Sulphate
2.19,31.7,6.229498836,22.16939473,270,90.27185592,10,140,197,Loamy,apple,Potash
2.46,22.1,4.696518678,30.27374995,166,67.38680755,38,61,21,Sandy,pigeonpeas,Potash
1.14,24,5.617122801,36.20970524,724,31.94550613,37,77,17,Sandy,pigeonpeas,DAP
2.1,20.6,6.110142735,24.88910524,399,85.87059083,81,6,55,Sandy,watermelon,Ammonium Sulphate
1.96,6.5,7.550808267,17.3348681,771,18.74926979,59,70,84,Sandy,chickpea,Urea
1.52,12,5.794158504,21.81167649,877,23.20591245,27,59,22,Sandy,kidneybeans,NPK
2.4,19.8,6.574209678,31.48469278,931,35.6395615,16,77,22,Sandy,pigeonpeas,DAP
0.66,14.3,6.427726565,25.7629429,331,80.76238215,81,40,45,Loamy,jute,NPK
0.45,10.5,6.654425315,20.56601874,936,14.25803981,28,76,82,Sandy,chickpea,Urea
2.16,20.1,6.500144962,28.47442276,167,63.53604453,35,64,15,Sandy,blackgram,Urea
1.21,14.7,6.456079585,20.46657776,605,80.97598029,8,133,195,Sandy,grapes,NPK
2.15,12.7,6.668238556,30.08545364,127,69.34811988,36,66,15,Sandy,blackgram,DAP
2.25,18.9,6.728599215,24.72485577,727,85.56083187,19,17,39,Loamy,pomegranate,NPK
0.34,9,6.071897347,26.14162144,150,93.28415295,17,29,26,Clayey,coconut,DAP
2.23,32.8,6.506120752,31.56213762,792,93.0484859,56,57,48,Clayey,papaya,DAP
1.23,31,6.157782589,27.14911056,359,67.02664337,30,61,18,Clayey,lentil,Potash
1.37,26.2,4.722222454,27.9348279,690,66.45457122,5,62,23,Clayey,pigeonpeas,Ammonium Sulphate
1.64,8.2,8.183844843,28.99319096,884,62.85948245,12,39,21,Sandy,mothbeans,Ammonium Sulphate
2.33,28.3,6.161123579,28.53545677,719,91.72742702,108,22,47,Clayey,muskmelon,Urea
0.24,29.2,6.880431223,24.97669518,685,83.891805,61,52,41,Clayey,rice,Potash
1.3,28,6.176860192,24.35564134,786,88.80391021,70,43,40,Loamy,jute,Ammonium Sulphate
1.78,8.4,6.207652157,23.53371386,283,77.21705554,105,60,23,Loamy,cotton,DAP
1.86,24.3,7.155685016,28.60901145,122,86.99495766,10,59,22,Loamy,mungbean,DAP
1.79,30,6.667633355,26.21312799,885,81.70476368,82,40,45,Sandy,jute,NPK
0.51,22.3,5.912289889,21.42451099,228,20.39659714,22,79,17,Sandy,kidneybeans,NPK
0.89,24.4,5.624203283,22.77856513,390,92.70124029,1,135,203,Sandy,apple,DAP
1.03,18.8,6.419536555,23.96436009,931,78.02763149,111,53,19,Loamy,cotton,DAP
2.05,20.9,6.738030547,24.86094646,600,85.05318563,112,28,54,Clayey,watermelon,NPK
0.84,6,5.719889876,30.11812084,285,34.13307843,9,66,21,Loamy,pigeonpeas,Ammonium Sulphate
0.68,24.2,6.669529416,24.18553163,578,46.68746847,1,76,19,Sandy,pigeonpeas,Urea
2.4,7.4,6.158830619,21.77689322,670,57.80840636,68,41,16,Loamy,maize,NPK
0.22,18.1,6.430616465,21.63162756,591,60.27766379,74,48,17,Clayey,maize,Ammonium Sulphate
2.49,13.8,6.937352845,27.77363343,612,64.47858698,111,28,26,Sandy,coffee,Ammonium Sulphate
1.76,21.4,6.27564088,17.82803682,742,80.96093443,16,139,203,Clayey,grapes,Ammonium Sulphate
2.11,9,5.710819862,22.53779727,166,91.48135786,24,142,202,Clayey,apple,Potash
0.88,25.7,5.534878156,25.62980105,904,83.52842314,64,45,43,Sandy,rice,Potash
0.23,28.9,6.574209678,31.48469278,566,35.6395615,16,77,22,Clayey,pigeonpeas,Ammonium Sulphate
1.9,9.9,6.652642579,25.20406808,384,57.88370456,87,38,29,Loamy,coffee,DAP
2.12,8.1,7.884550475,25.16820129,700,80.30351815,111,50,15,Clayey,cotton,Potash
1.9,9.4,6.912299695,23.69212243,516,93.61055571,66,69,47,Clayey,papaya,NPK
0.53,31.3,6.587918708,24.87300744,199,82.84022551,79,42,37,Clayey,rice,Potash
1.93,20.8,7.038096361,21.77046169,288,80.31964408,85,58,41,Loamy,rice,DAP
1.97,19,6.955787351,27.56441788,989,54.41094079,100,40,35,Clayey,coffee,Urea
1.71,8.2,6.759211911,26.5602777,957,57.1621814,87,28,35,Clayey,coffee,Potash
1.96,24.5,7.432043735,22.45145981,487,76.25674874,100,40,20,Loamy,cotton,Ammonium Sulphate
2.15,31,5.786058032,23.50128217,340,92.97527546,32,13,42,Sandy,pomegranate,Ammonium Sulphate
1.61,29.8,6.053662544,24.06679352,881,82.66396666,8,120,196,Sandy,grapes,Ammonium Sulphate
0.4,23.8,8.016210782,26.34043268,830,55.59160391,11,44,17,Sandy,mothbeans,Urea
1.32,7.3,5.064613314,31.86641378,516,52.19331595,30,28,30,Clayey,mango,DAP
0.38,8.4,5.7983508,23.76881552,275,90.59810302,30,143,199,Sandy,apple,NPK
1.14,6.5,4.605700542,30.53684308,486,59.96664731,14,58,17,Loamy,mothbeans,DAP
1.14,12.7,7.656978112,32.71748548,570,90.54608254,27,30,5,Clayey,orange,Urea
0.35,9.1,6.590571088,19.1345771,952,62.57526895,13,64,20,Clayey,lentil,Ammonium Sulphate
1,12.8,5.603413172,22.91430043,332,90.70475565,30,137,200,Clayey,apple,DAP
0.46,16.6,7.072923306,25.86928193,762,61.88321072,0,69,21,Sandy,lentil,NPK
2.06,33.3,8.490127142,18.97424756,551,19.5161216,23,62,85,Sandy,chickpea,Ammonium Sulphate
2.38,23.3,6.621323612,29.79181107,376,63.38789228,29,67,21,Sandy,blackgram,NPK
0.37,30,5.833302165,27.02766138,328,83.17093908,8,127,196,Clayey,grapes,Potash
2.4,26.3,6.628264883,30.28496619,270,61.69295127,48,61,21,Loamy,blackgram,NPK
1.4,8.4,7.124333547,23.25583402,834,82.7015932,77,51,44,Clayey,jute,Ammonium Sulphate
0.89,27.1,6.850663232,32.86316618,312,91.4618874,59,47,53,Loamy,papaya,Potash
0.38,13.3,7.183189922,27.92678579,381,86.5543196,33,37,19,Clayey,mungbean,Ammonium Sulphate
1.35,24.2,6.93172108,42.30495821,140,90.51431779,44,57,53,Loamy,papaya,Ammonium Sulphate
2.03,15.2,6.110218826,21.45278675,221,90.74531921,27,120,200,Clayey,apple,Potash
1.83,34.9,6.903020221,25.35794749,326,80.45846265,119,30,49,Clayey,watermelon,NPK
0.32,12.9,6.205263534,25.29250148,393,75.66653335,107,36,21,Loamy,cotton,Urea
0.37,13.4,6.484323189,19.2077707,699,82.9042841,28,145,202,Loamy,grapes,Urea
1.13,32.9,6.809593554,26.53543168,366,67.09608099,82,24,33,Loamy,coffee,Urea
0.88,5.7,6.881425746,26.6634609,640,89.98405233,107,5,52,Loamy,watermelon,Urea
0.73,25.9,7.02777956,24.9949957,858,88.95692783,60,55,40,Loamy,jute,DAP
0.85,26.8,7.313122235,20.26942271,927,19.96978871,30,70,79,Loamy,chickpea,Urea
2.05,30.1,7.300410836,22.72791041,550,82.1706881,67,45,38,Loamy,rice,Potash
2.34,34.2,5.653437902,28.55980972,548,84.51602322,94,89,48,Loamy,banana,Urea
1.13,34.3,5.698371311,18.31357543,855,24.32991649,7,56,18,Clayey,kidneybeans,Ammonium Sulphate
2.28,7,8.86979671,31.49398069,160,62.84916863,29,41,21,Loamy,mothbeans,Urea
0.94,29.7,6.343942518,24.64458469,601,85.49938185,91,12,46,Loamy,watermelon,NPK
1.3,24.4,6.766184468,23.17124551,246,52.97841162,107,31,31,Clayey,coffee,Potash
0.72,24.4,6.631005298,22.77076388,785,82.5993307,102,46,19,Clayey,cotton,Potash
1.67,8.9,5.659254981,20.12574053,889,24.96969858,34,60,23,Sandy,kidneybeans,DAP
2.45,24.5,6.082571701,23.88404783,433,86.20613842,8,28,37,Sandy,pomegranate,Ammonium Sulphate
1.59,34.5,7.02777956,24.9949957,980,88.95692783,60,55,40,Loamy,jute,Potash
1.02,32.4,6.497366677,24.96273236,990,92.40501423,31,25,38,Loamy,pomegranate,NPK
1.69,18.2,6.958054839,25.2653291,241,67.10004577,27,61,15,Sandy,lentil,Urea
0.48,6.2,6.583528529,30.42012134,143,93.12659793,70,65,52,Sandy,papaya,Potash
2.24,15.9,7.995848977,16.14820285,243,91.4448027,12,8,10,Loamy,orange,NPK
1.36,29.8,6.389783283,41.20733624,964,81.61051026,17,136,195,Sandy,grapes,Urea
1.23,26,7.566165721,11.69894639,432,93.25638873,31,26,9,Loamy,orange,DAP
1.55,18.8,5.658169482,21.97199397,596,81.89918197,65,60,43,Clayey,rice,Potash
1.64,6.7,3.808429173,31.21629982,495,46.01868196,8,60,18,Clayey,mothbeans,Potash
0.37,17.8,5.824208309,15.46789263,154,21.43780702,31,75,18,Sandy,kidneybeans,NPK
1.77,19.1,6.155939453,23.64142354,406,93.74461474,29,139,205,Clayey,apple,Ammonium Sulphate
0.76,32.9,7.513151076,28.27265858,969,61.18956161,56,76,16,Clayey,blackgram,DAP
1.84,24.2,6.470135478,25.68959532,522,77.90621048,112,49,25,Clayey,cotton,Ammonium Sulphate
2.09,14.3,7.524707577,25.40059227,516,76.53237965,109,36,18,Clayey,cotton,Potash
2.05,20.8,5.659254981,20.12574053,772,24.96969858,34,60,23,Loamy,kidneybeans,Ammonium Sulphate
1.47,7,5.889480679,23.80593812,896,92.48879468,40,120,197,Loamy,apple,Urea
1.4,34.2,5.206373153,24.958779,424,84.47963372,76,49,42,Sandy,rice,DAP
0.53,15.8,5.719014989,27.39489579,809,83.31172003,95,82,48,Clayey,banana,Ammonium Sulphate
1.98,19.3,6.993473247,40.21199348,770,94.50766912,69,64,47,Clayey,papaya,Urea
0.82,15.7,5.790768046,28.14938935,179,81.54448882,107,72,45,Clayey,banana,NPK
1.34,25.5,9.112771682,25.32688786,130,63.18180319,35,38,19,Sandy,mothbeans,Ammonium Sulphate
0.85,24.9,6.455592696,31.12896766,211,43.58788762,17,58,25,Loamy,mothbeans,DAP
0.51,26.5,6.052318465,30.25578031,657,92.03272799,33,12,15,Clayey,orange,Urea
1.65,13,5.685062404,22.44075021,964,92.70785115,29,128,198,Loamy,apple,Ammonium Sulphate
0.32,14.5,7.599279991,20.8248451,816,17.85057083,31,76,82,Sandy,chickpea,NPK
1.92,8.8,6.235461772,28.00316034,663,78.90085998,95,88,52,Loamy,banana,Ammonium Sulphate
0.93,24.7,7.18530147,27.43329405,749,87.80507732,19,55,20,Clayey,mungbean,Urea
0.2,6.2,6.090060478,23.58419277,571,72.00460848,96,41,40,Loamy,jute,Ammonium Sulphate
1.38,22.9,6.625538653,16.39624284,173,92.18151927,17,16,14,Loamy,orange,DAP
0.31,31.1,6.361141107,13.42988625,652,80.06633966,11,124,204,Sandy,grapes,Potash
0.84,31.7,5.55771171,28.38503882,578,99.18843684,25,7,35,Sandy,coconut,Urea
1.83,18.5,7.368318809,28.546224,688,66.31394098,59,58,17,Sandy,blackgram,Urea
0.34,18.8,7.26154329,30.02629908,486,67.88811637,29,63,17,Sandy,blackgram,Urea
2.13,7.3,7.041065585,24.87663664,798,76.30050373,127,37,18,Loamy,cotton,Urea
0.21,25.1,6.983395573,23.03887865,981,76.47039772,106,49,24,Loamy,cotton,Ammonium Sulphate
0.77,29.6,6.167855382,28.31886863,663,60.19461399,31,58,15,Sandy,lentil,DAP
1.9,12.3,6.537042717,24.26601316,532,93.7974061,4,20,41,Sandy,pomegranate,NPK
0.93,17.6,5.596449493,23.59997268,511,90.97597665,37,126,196,Clayey,apple,DAP
0.43,30.2,6.041027474,28.52379742,566,92.09688432,81,30,48,Clayey,muskmelon,Urea
1.03,31.3,6.129812716,39.37102553,698,81.25353895,32,121,199,Sandy,grapes,Ammonium Sulphate
0.82,12.3,6.08551916,21.0365275,720,94.33919546,33,134,205,Loamy,apple,Ammonium Sulphate
2.14,21.5,5.999969026,26.04371967,836,84.96907151,67,43,39,Sandy,rice,Urea
0.92,10.8,6.027314401,22.81212536,347,91.51861705,25,143,198,Loamy,apple,Ammonium Sulphate
2.01,8.1,6.671085817,20.57981887,680,65.34583901,99,36,20,Loamy,maize,Urea
2.25,32.3,6.442475375,21.32504158,219,80.47476396,89,45,36,Clayey,rice,DAP
1.2,29.6,4.759490199,36.04353699,166,43.61444121,20,74,16,Sandy,pigeonpeas,Potash
2.29,27.8,5.971332179,22.98208095,672,93.84505029,6,124,200,Sandy,apple,Ammonium Sulphate
1.07,6.5,7.005410734,19.30106297,426,87.1775172,8,23,38,Loamy,pomegranate,Urea
2.42,30.3,6.757470637,42.13473976,802,91.70445386,58,51,47,Sandy,papaya,Urea
0.41,18.1,6.362607851,24.13179691,569,67.22512329,118,33,30,Clayey,coffee,Ammonium Sulphate
1.78,15.3,6.281069505,27.34585147,592,78.4873835,82,75,55,Clayey,banana,NPK
1.34,21.4,6.110844721,25.16278237,800,84.97849241,108,72,46,Sandy,banana,Urea
1.09,7.7,6.052184881,24.70626432,762,60.26854183,28,79,16,Sandy,lentil,Ammonium Sulphate
1.66,27.7,6.647965508,28.14720892,385,83.8001509,4,41,20,Clayey,mungbean,Urea
1.82,22.5,6.579441304,38.73218907,707,94.73613484,44,47,45,Sandy,papaya,NPK
0.21,10.6,6.327822962,29.78714005,411,94.65343534,89,11,47,Loamy,muskmelon,Potash
0.58,10.6,5.542169139,29.25902906,408,95.11294697,7,11,32,Sandy,coconut,NPK
1.84,10.5,7.504608385,26.23773129,874,67.88521396,57,60,17,Loamy,blackgram,DAP
1.73,6.7,6.776987974,29.12533739,196,91.52291141,93,22,48,Sandy,muskmelon,Ammonium Sulphate
2.42,22.6,7.692013657,25.71269843,212,64.1123333,36,65,16,Sandy,lentil,NPK
1.95,30.2,6.307585854,24.65425757,736,75.6350708,122,48,16,Clayey,cotton,Potash
2.39,5.5,5.789214289,19.88394011,555,20.31564139,17,57,21,Loamy,kidneybeans,Urea
1.82,6.5,6.081172981,27.13140403,562,52.89368299,86,26,27,Clayey,coffee,Ammonium Sulphate
0.89,22.2,6.327673765,22.5526059,231,89.3259486,21,21,38,Sandy,pomegranate,NPK
0.44,29.6,5.977413803,33.56150184,220,45.53556603,25,22,25,Clayey,mango,Potash
2,14.8,6.415555956,11.18994268,296,80.8084305,37,144,197,Sandy,grapes,NPK
1.68,15.5,5.581021521,19.32509638,905,23.3334788,26,80,18,Sandy,kidneybeans,DAP
0.31,22.9,7.829211144,17.1418614,581,17.0662427,54,77,85,Sandy,chickpea,Ammonium Sulphate
1.03,13.2,6.107054808,22.43377991,733,90.3396556,5,21,38,Loamy,pomegranate,Urea
2.4,5.8,6.7693455,24.44743944,893,82.286484,90,39,43,Loamy,jute,Potash
1.35,27.1,5.684995235,23.98598756,996,93.34236582,1,27,36,Loamy,pomegranate,NPK
1.2,23.8,6.668238556,30.08545364,871,69.34811988,36,66,15,Clayey,blackgram,Ammonium Sulphate
1.25,22.4,6.157724816,27.79161808,138,92.51054946,98,7,45,Sandy,muskmelon,NPK
0.68,27.3,7.011030515,27.93034941,665,85.42058715,8,45,18,Clayey,mungbean,Ammonium Sulphate
1.05,25.3,6.461225827,29.51611558,611,92.56492864,32,11,31,Clayey,coconut,DAP
1.05,11.2,6.474476516,18.41932981,573,64.23580251,60,38,17,Sandy,maize,NPK
0.32,15.6,5.950647577,24.44345477,260,82.45432595,91,36,45,Clayey,rice,DAP
1.97,8.8,5.841138354,9.949929082,388,82.55138983,35,134,204,Sandy,grapes,Potash
1.16,8.9,5.070175667,25.15745531,299,83.11713476,76,40,43,Sandy,rice,DAP
2.09,25.3,6.250994223,21.79792649,887,63.73086065,28,67,21,Sandy,lentil,Ammonium Sulphate
2.16,30.8,6.447662945,28.20619412,627,92.86798698,85,9,53,Sandy,muskmelon,Potash
0.69,33.9,5.938528744,21.57936934,784,94.88267728,11,18,42,Clayey,pomegranate,NPK
1.71,23.9,7.601189843,24.60297538,602,91.28408653,16,8,9,Clayey,orange,NPK
1.29,10.5,5.63127166,28.09577643,347,77.79586769,89,83,47,Clayey,banana,Ammonium Sulphate
2.22,8.2,6.511624841,31.53243779,482,90.87394933,65,62,51,Loamy,papaya,Urea
0.7,29.4,7.368318809,28.546224,317,66.31394098,59,58,17,Clayey,blackgram,Urea
1.76,22.4,5.778594403,35.83089092,186,83.32560104,39,132,196,Clayey,grapes,NPK
1.6,23.5,6.421748487,29.32379604,181,45.93248374,39,57,19,Loamy,pigeonpeas,Ammonium Sulphate
0.88,28.4,6.873283991,26.81383586,161,87.21986949,82,23,49,Sandy,watermelon,Urea
0.51,26.1,5.898944282,29.93707596,898,81.77713468,4,136,204,Sandy,grapes,DAP
1.7,30,7.599279991,20.8248451,599,17.85057083,31,76,82,Sandy,chickpea,NPK
1.9,6.7,5.767372539,19.38603815,141,86.79058496,40,18,43,Loamy,pomegranate,DAP
0.93,27.4,7.287318723,26.5232969,111,77.17331847,91,38,36,Clayey,jute,Ammonium Sulphate
1.68,30.5,5.653776058,31.11047251,932,83.34010951,31,136,197,Clayey,grapes,DAP
1.11,13.6,6.121294041,18.66116213,845,61.55327249,60,57,24,Clayey,maize,Urea
1.84,24.2,7.550090941,26.65333029,940,59.79023382,2,56,23,Clayey,mothbeans,Urea
0.66,14.4,6.646962425,29.90415889,742,90.75284363,88,17,52,Loamy,muskmelon,Potash
2.25,33.7,6.269663963,20.89273273,214,91.07776977,40,30,35,Clayey,pomegranate,NPK
0.86,6,6.031424482,26.03867719,317,84.6378378,119,7,55,Sandy,watermelon,Ammonium Sulphate
1.05,22.4,7.064973419,31.46417866,748,48.17631461,27,71,24,Loamy,pigeonpeas,NPK
0.33,10,5.80428611,29.61253065,205,63.04749127,11,40,23,Loamy,mothbeans,DAP
0.46,26.4,6.248900919,27.73329078,790,81.13903037,25,40,21,Sandy,mungbean,Ammonium Sulphate
1.39,10.3,5.99812453,16.06522754,627,18.72479695,12,78,23,Sandy,kidneybeans,Ammonium Sulphate
0.82,12.1,6.224066378,25.2801372,571,83.15393658,98,25,52,Clayey,watermelon,Urea
2.12,19.8,5.808497604,29.55054817,853,78.06762846,108,89,53,Sandy,banana,DAP
0.23,32.4,6.86483915,29.25649321,945,81.97952224,23,39,22,Loamy,mungbean,Urea
1.07,11.4,6.515499549,19.81344531,992,14.69765308,58,63,81,Loamy,chickpea,Urea
0.98,9.3,7.05181629,30.90607799,486,52.79913039,28,59,22,Loamy,pigeonpeas,Potash
0.24,27.8,6.358186848,35.89307536,325,82.66850729,32,139,198,Clayey,grapes,Urea
0.49,20,6.405054243,25.07803672,580,83.46230461,91,7,52,Clayey,watermelon,NPK
1.15,32.4,6.096838784,23.98651719,853,82.09053379,89,58,35,Sandy,jute,Ammonium Sulphate
1.33,9.4,6.825371185,34.2804607,507,90.55561637,44,60,55,Clayey,papaya,Urea
1.13,24.4,4.507523551,33.80398664,556,46.12866113,15,27,28,Clayey,mango,NPK
1.42,12,7.36549204,29.07412717,752,93.27189064,20,29,10,Loamy,orange,DAP
1.57,9.7,6.702424548,38.72382798,997,91.72514851,58,67,45,Loamy,papaya,Ammonium Sulphate
0.22,25.5,5.539980812,41.18664903,810,81.01783402,39,139,201,Sandy,grapes,DAP
1.27,22.8,6.73210948,25.5503704,723,77.85055621,129,43,16,Loamy,cotton,NPK
2.42,27.6,7.103798069,20.71424384,738,15.27824066,30,65,82,Clayey,chickpea,DAP
1.39,14.3,6.024248787,23.80436344,120,92.80441624,25,143,200,Sandy,apple,DAP
1.76,18.4,6.344751947,23.12844351,758,74.68322732,89,41,38,Sandy,jute,DAP
0.92,17.2,7.699200949,30.39321309,700,60.16299493,9,59,25,Loamy,mothbeans,Urea
1.98,34.5,6.391173589,18.86805647,914,15.65809214,22,72,85,Loamy,chickpea,Urea
1.98,13.8,6.959404135,23.17714381,302,52.13864034,84,39,35,Loamy,coffee,Urea
1.4,13.8,6.74669542,27.0767265,516,90.14362622,95,16,46,Sandy,muskmelon,Ammonium Sulphate
2.44,15.6,6.349875906,21.11903604,515,80.63399198,39,140,203,Loamy,grapes,NPK
0.49,21.9,5.517208078,19.14729038,547,45.3733757,24,70,21,Clayey,pigeonpeas,Urea
0.24,12.6,5.916779289,22.98666928,611,20.57940608,0,55,22,Sandy,kidneybeans,DAP
1.97,32.5,5.829898502,28.98333432,184,82.95958244,95,75,45,Loamy,banana,DAP
2.06,13,6.678449318,35.32876402,266,91.06138506,40,65,49,Clayey,papaya,DAP
0.48,31.9,6.16496284,25.44689075,483,58.55363573,19,36,22,Clayey,mothbeans,DAP
0.81,8.1,6.587791262,25.10474753,567,87.5267616,92,20,55,Loamy,watermelon,Potash
0.24,24.7,6.677262562,20.06003985,171,67.76252583,19,79,19,Clayey,lentil,Ammonium Sulphate
0.87,32.2,7.432043735,22.45145981,909,76.25674874,100,40,20,Sandy,cotton,NPK
1.98,10.1,6.855362875,26.24347471,620,78.51063754,64,53,38,Sandy,jute,NPK
1.39,34,7.884550475,25.16820129,892,80.30351815,111,50,15,Clayey,cotton,Urea
1,18.6,5.843163161,28.65003945,572,82.68752542,118,88,52,Sandy,banana,Potash
1.06,33.4,4.934964765,35.53845018,357,52.94641947,39,16,27,Loamy,mango,NPK
0.2,25.3,6.544029776,38.4418717,374,93.63739039,49,55,53,Clayey,papaya,Ammonium Sulphate
0.89,14,5.624731338,21.0643684,849,55.46985938,10,79,18,Sandy,pigeonpeas,DAP
1.69,10.6,5.915568968,25.93730186,119,78.89864446,110,78,50,Loamy,banana,Urea
2.44,14.1,6.938313356,42.92325255,589,90.07600528,31,68,45,Loamy,papaya,Ammonium Sulphate
2.15,7.8,5.642813116,36.97794384,844,37.73992903,26,67,24,Sandy,pigeonpeas,NPK
0.25,9.3,7.485996067,17.02498456,589,16.98861173,40,72,77,Clayey,chickpea,Potash
2.27,8.1,7.277422738,26.02241444,832,55.83288958,113,21,33,Loamy,coffee,Urea
2,17.7,5.790770203,25.10787449,425,55.97732754,71,52,18,Loamy,maize,NPK
1.99,28.9,6.721835879,27.92765919,628,91.55594211,54,65,47,Loamy,papaya,Urea
1.25,9.2,5.838748311,25.96308415,991,82.57813624,6,128,200,Loamy,grapes,NPK
1.12,8.9,7.143942758,27.54384835,188,69.3478631,37,79,19,Clayey,blackgram,DAP
0.9,24.3,6.296976913,18.54141834,585,62.70637578,10,78,18,Sandy,lentil,Potash
0.35,10.9,6.231950009,22.03911546,807,94.58075845,35,145,195,Sandy,apple,DAP
0.72,7.9,7.311077075,26.63952463,449,70.95705996,71,54,35,Sandy,jute,NPK
0.77,10,5.735364307,27.55821802,183,99.98187601,40,22,29,Loamy,coconut,Ammonium Sulphate
1.31,32.7,5.560521058,23.64082979,486,90.95257927,29,140,195,Clayey,apple,DAP
1.92,29.6,6.29542477,26.11440416,186,87.64081095,85,25,47,Sandy,watermelon,Ammonium Sulphate
1.29,15.6,7.460174812,26.35034208,406,58.50650238,118,40,35,Clayey,coffee,NPK
0.33,24.7,6.385684214,23.30546753,949,63.24648023,67,35,22,Sandy,maize,Potash
2.4,21.1,6.401455706,29.86860065,253,85.99127934,2,47,15,Loamy,mungbean,Ammonium Sulphate
2.37,25.3,7.300410836,22.72791041,539,82.1706881,67,45,38,Sandy,rice,NPK
2.01,25.5,6.946354724,11.50322938,839,94.8933184,11,14,5,Loamy,orange,Ammonium Sulphate
2.48,23.9,5.279388967,31.99490489,363,50.84881347,35,18,26,Loamy,mango,DAP
1.45,13,7.670178119,22.99451999,834,66.70897237,6,72,15,Sandy,lentil,NPK
2.41,6.2,6.368560522,23.2801227,520,94.94330457,18,21,35,Clayey,pomegranate,DAP
0.37,18.7,6.874142175,33.36984395,592,65.67718163,58,73,16,Loamy,blackgram,Urea
1.04,31.7,6.850663232,32.86316618,732,91.4618874,59,47,53,Clayey,papaya,NPK
0.72,22.1,6.502289473,23.19451074,510,91.40301608,47,46,52,Sandy,papaya,Ammonium Sulphate
0.65,30,7.322097972,33.50876355,272,45.70976142,5,55,18,Loamy,pigeonpeas,Urea
0.52,34.7,6.537042717,24.26601316,103,93.7974061,4,20,41,Clayey,pomegranate,DAP
1.63,9.9,6.781050373,27.08808014,953,93.42402083,84,18,46,Loamy,muskmelon,DAP
2,25.8,5.418475257,32.6112614,739,47.74916499,18,26,31,Sandy,mango,Ammonium Sulphate
1.53,25.2,5.953966361,26.91624843,571,80.76838926,16,145,199,Loamy,grapes,Urea
0.54,34.4,5.714799723,24.86374934,209,65.7420046,77,52,17,Sandy,maize,Potash
2.07,34.6,5.561398642,23.86330467,966,83.15250801,95,39,36,Clayey,rice,Ammonium Sulphate
1.66,25.6,6.897368477,19.0087067,136,88.83768149,15,6,41,Loamy,pomegranate,DAP
1.09,12.3,5.627186257,19.44623085,682,89.02127045,18,9,40,Clayey,pomegranate,NPK
1.75,29,6.999014379,20.82210727,900,87.22815682,24,21,42,Sandy,pomegranate,Urea
0.8,8.2,6.159050816,29.09588297,130,94.16748386,82,18,48,Sandy,muskmelon,Potash
