Electrical_Conductivity_dS_m,Moisture_percent,pH,Temperature_C,Salinity_ppm,Humidity_percent,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Soil_Type,Crop_Type,Fertilizer
2.76,31.71,6.43,11.18,1307.6,42.34,49.22,38.24,100.8,Loamy,Sugarcane,Ammonium Nitrate
3.78,41.45,5.51,17.81,1794.41,61.02,144.49,64.97,414.49,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
3.93,17.65,8.29,27.4,1506.4,78.79,78.35,89.64,242.37,Loamy,Cotton,Superphosphate
0.92,33.75,6.22,13.32,799.72,73.33,146.64,60.87,460.32,Clayey,Maize,Ammonium Sulphate
0.13,47.13,7.36,13.35,1768.39,78.8,17.61,30.24,252.35,Sandy,Rice,Calcium Nitrate
0.39,29.36,4.12,26.25,660.72,48.56,119.28,52.96,198.24,Sandy,Tomato,Urea
1.95,42.1,6.47,14.56,7.02,60.32,103.19,14.2,238.39,Loamy,Sugarcane,Compost
1.43,9.97,6.97,22.88,555.84,37.06,132.19,19.64,206.36,Sandy,Peanut,Potash
2.71,15.66,5.55,34.6,420.84,75.58,18.28,6.23,167.01,Loamy,Tomato,Calcium Nitrate
1.89,11.36,5.94,27.16,502.22,80.31,35.37,89.37,167.82,Clayey,Peanut,Ammonium Sulphate
2.38,25.67,6.32,29.19,1558.67,49.26,70.57,63.73,439.31,Clayey,Soybean,Potash
1.42,29.49,4.39,18.06,227.11,31.74,78.17,66.54,379.6,Clayey,Peanut,Bone Meal
2.57,19.7,8.69,34.29,1177.59,44.58,39.85,58.36,91.11,Sandy,Soybean,Calcium Nitrate
1.63,34.17,4.96,24.13,42.88,87.35,9.67,66.83,305.33,Loamy,Cotton,Ammonium Nitrate
3.78,35.47,5.93,23.48,1082.87,69.49,53.56,77.1,325.7,Sandy,Wheat,Compost
0.81,32.96,6.27,17.6,421.36,82.04,35.17,23.66,446.35,Sandy,Maize,Superphosphate
2.57,39.05,7.37,37.87,1758.55,74.78,123.21,56.22,181.06,Clayey,Potato,Calcium Nitrate
0.32,36.37,4.21,29.89,849.74,70.77,72.97,67.95,54.38,Clayey,Sugarcane,Ammonium Sulphate
2.1,7.71,6.14,34.58,1257.72,88.15,77.1,44.34,214.77,Clayey,Rice,Potash
3.09,48.89,7.27,29.82,154.97,34.23,88.31,17.02,429.6,Clayey,Sugarcane,Superphosphate
2.46,45.3,5.05,27.71,58.08,70.31,66.84,26.92,449.59,Clayey,Sugarcane,Calcium Nitrate
3.78,20.04,7.25,24.28,1662.87,84.4,32.85,97.81,52.51,Sandy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.94,13.06,8.37,38.97,1378.68,53.5,97.78,96.76,263.39,Loamy,Potato,Calcium Nitrate
0.12,30.66,6.48,17.34,187.45,55.91,149.51,8.5,361.78,Loamy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
0.5,42.75,8.75,33.57,1770.46,52.17,22.45,91.96,275.31,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
2.81,14.28,7.32,15.07,1122.22,40.85,49.44,31.05,88.09,Sandy,Potato,Potash
0.99,11.61,8.84,20.44,1891.69,32.91,77.28,86.7,94.09,Clayey,Potato,Calcium Nitrate
0.15,31.13,5.79,16.65,725.47,67.64,48.75,33.52,85.45,Loamy,Rice,Potash
0.22,17.63,8.48,20.9,1919.86,69.67,117.35,90.51,175.83,Sandy,Sugarcane,Ammonium Sulphate
3.97,33.29,5.96,28.7,123.95,70.77,70.62,95.61,487.15,Loamy,Tomato,Calcium Nitrate
0.17,33.16,4.56,23.27,1461.09,59.42,90.51,84.32,365.85,Sandy,Cotton,Ammonium Sulphate
3.69,8.81,8.06,33.75,391.4,46.4,94.62,35.56,193.64,Loamy,Maize,Calcium Nitrate
0.14,5.75,7.82,17.61,620.04,62.77,147.88,5.0,481.33,Clayey,Tomato,Calcium Nitrate
3.44,26.77,6.78,26.44,769.71,62.35,139.33,88.15,198.2,Loamy,Tomato,Superphosphate
0.6,7.82,7.03,27.79,178.5,65.78,111.01,82.66,394.05,Clayey,Soybean,Bone Meal
3.02,10.24,8.66,39.19,821.55,69.73,13.32,7.77,455.66,Sandy,Sugarcane,Urea
1.83,7.46,4.11,23.15,1658.57,53.21,139.45,22.16,347.18,Clayey,Tomato,Calcium Nitrate
2.64,34.19,8.2,13.49,1593.16,58.87,85.21,28.61,201.01,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.26,42.64,7.58,22.96,722.96,63.91,70.07,24.87,497.51,Sandy,Peanut,Potash
1.57,31.01,8.69,29.13,1496.18,55.69,61.25,14.97,344.74,Loamy,Potato,Ammonium Nitrate
3.92,39.73,4.06,15.89,207.56,51.54,78.58,24.97,232.74,Sandy,Wheat,Bone Meal
2.29,8.93,7.68,13.0,664.46,54.07,75.02,8.91,446.41,Loamy,Rice,Ammonium Sulphate
2.74,27.01,5.31,22.99,1232.58,40.0,120.63,63.7,377.45,Clayey,Soybean,Potash
3.8,21.72,7.53,20.12,689.78,64.53,106.81,62.91,454.78,Clayey,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
2.12,38.43,6.05,29.83,1525.71,31.65,131.77,97.36,306.88,Sandy,Potato,Calcium Nitrate
2.29,46.82,5.04,28.65,1626.69,57.44,101.46,27.04,379.43,Sandy,Cotton,Ammonium Sulphate
1.53,45.09,7.0,19.67,1782.1,54.65,130.78,53.32,346.76,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
1.58,19.63,6.42,10.91,1780.21,44.78,41.22,80.68,156.41,Loamy,Cotton,Urea
2.82,12.18,8.12,13.95,299.95,61.89,148.3,79.89,363.65,Sandy,Wheat,DAP (Di-Ammonium Phosphate)
1.78,40.18,7.72,22.99,1046.36,70.9,68.61,72.52,134.18,Sandy,Tomato,Compost
3.83,6.2,6.2,20.57,1762.5,34.71,14.19,77.18,424.9,Sandy,Maize,Compost
1.06,31.13,5.23,26.59,1363.07,83.03,74.11,49.69,81.37,Clayey,Wheat,Ammonium Nitrate
2.22,20.05,8.35,22.19,1822.54,61.57,79.83,43.06,161.85,Sandy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
3.81,26.22,6.6,14.16,385.87,44.86,119.1,17.55,264.07,Loamy,Rice,Superphosphate
1.4,16.18,5.23,21.69,978.54,64.35,113.14,52.98,183.83,Sandy,Sugarcane,Superphosphate
2.82,12.18,8.12,13.95,299.95,61.89,148.3,79.89,363.65,Sandy,Wheat,DAP (Di-Ammonium Phosphate)
0.18,29.7,8.02,18.6,1919.67,34.05,101.24,65.91,255.23,Loamy,Soybean,Calcium Nitrate
0.63,27.85,7.45,24.34,583.45,58.89,104.63,93.34,291.37,Sandy,Wheat,Calcium Nitrate
3.21,18.96,6.8,35.56,69.48,36.4,140.15,28.43,186.56,Loamy,Sugarcane,Compost
1.42,29.49,4.39,18.06,227.11,31.74,78.17,66.54,379.6,Clayey,Peanut,Bone Meal
3.9,16.2,6.65,38.63,1699.04,67.58,42.78,19.76,166.83,Loamy,Tomato,Urea
2.13,22.02,7.43,39.84,142.35,87.45,83.05,36.6,443.34,Sandy,Cotton,Superphosphate
3.43,33.41,4.43,19.23,1940.15,46.29,35.68,20.52,372.56,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
1.65,29.31,7.61,25.67,1065.03,49.22,112.57,15.89,66.81,Sandy,Soybean,Ammonium Nitrate
1.62,31.25,7.21,26.5,398.93,45.92,32.74,64.89,448.6,Loamy,Sugarcane,Potash
2.32,19.26,8.02,20.09,80.23,34.05,14.2,24.39,207.31,Clayey,Wheat,DAP (Di-Ammonium Phosphate)
3.07,19.71,5.05,28.8,594.6,63.83,108.66,87.23,260.91,Clayey,Sugarcane,Ammonium Nitrate
0.3,37.37,6.05,24.53,433.52,31.31,102.58,26.02,90.77,Loamy,Peanut,Calcium Nitrate
0.86,29.77,7.05,29.41,92.71,82.35,103.77,50.57,140.54,Sandy,Potato,DAP (Di-Ammonium Phosphate)
0.54,7.37,5.58,26.01,1193.33,44.08,123.25,25.9,452.3,Loamy,Rice,DAP (Di-Ammonium Phosphate)
0.19,6.16,4.2,12.76,716.74,82.76,56.29,32.73,297.45,Clayey,Rice,Urea
1.71,20.25,6.05,18.25,893.67,79.36,135.81,73.74,296.33,Clayey,Potato,Ammonium Nitrate
1.26,21.31,7.24,13.01,1344.45,43.64,76.55,73.85,288.74,Sandy,Tomato,DAP (Di-Ammonium Phosphate)
3.99,30.3,6.24,21.03,1768.14,76.41,96.36,68.44,62.29,Sandy,Cotton,Potash
3.09,41.83,8.01,23.43,549.15,51.24,102.68,31.99,472.5,Sandy,Rice,Bone Meal
3.85,23.35,4.43,31.31,299.27,51.94,86.73,33.08,331.43,Sandy,Cotton,Compost
3.93,31.82,5.54,31.45,1759.13,55.74,29.52,84.41,373.56,Clayey,Peanut,Ammonium Nitrate
0.51,24.0,4.16,27.68,220.04,34.58,66.89,41.34,291.88,Clayey,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
3.18,40.73,5.91,20.18,477.46,41.19,68.2,39.9,380.47,Loamy,Maize,Ammonium Nitrate
2.36,24.07,8.11,35.91,716.17,67.31,44.03,68.25,149.44,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.59,41.3,8.44,22.22,143.42,45.03,12.34,97.4,475.45,Loamy,Rice,Urea
2.67,29.1,8.01,31.63,1428.24,70.41,21.37,20.29,497.33,Sandy,Potato,DAP (Di-Ammonium Phosphate)
3.69,31.3,4.81,39.52,1161.52,71.43,143.23,86.85,153.76,Clayey,Sugarcane,Urea
1.52,28.47,7.19,24.44,205.17,46.16,38.02,20.61,398.85,Clayey,Peanut,Superphosphate
3.44,45.87,4.84,28.98,376.69,31.99,116.37,70.18,156.55,Sandy,Sugarcane,Urea
0.42,39.62,5.15,31.17,1178.08,65.09,83.46,49.17,433.07,Loamy,Soybean,Calcium Nitrate
3.61,47.88,7.91,38.02,1882.52,47.04,37.68,49.95,243.2,Sandy,Soybean,Ammonium Nitrate
0.75,10.55,4.33,15.15,1976.14,64.92,109.99,19.43,281.03,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
1.04,40.52,4.73,34.43,867.57,63.11,137.52,93.69,341.93,Sandy,Potato,Urea
0.96,5.62,8.18,27.67,328.23,59.63,100.9,61.19,274.28,Sandy,Peanut,Urea
1.54,14.82,6.43,21.69,1881.27,78.33,68.67,85.44,204.83,Sandy,Wheat,Compost
1.17,33.84,4.55,33.71,1432.18,84.18,76.73,39.66,398.62,Loamy,Wheat,Potash
0.72,30.69,5.94,33.0,580.82,67.96,49.72,76.43,274.07,Clayey,Maize,Potash
1.97,45.05,8.5,25.8,1641.71,56.07,22.07,45.58,280.7,Sandy,Sugarcane,Superphosphate
0.76,11.36,6.67,10.58,554.75,50.48,53.44,95.86,306.46,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
2.83,22.52,6.81,18.89,1909.78,33.62,6.41,30.42,93.31,Clayey,Peanut,Calcium Nitrate
2.22,17.03,7.97,23.93,856.69,71.51,113.92,60.12,377.05,Sandy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.58,21.33,7.85,37.27,328.08,65.24,130.85,97.16,291.06,Sandy,Peanut,Ammonium Nitrate
0.12,30.66,6.48,17.34,187.45,55.91,149.51,8.5,361.78,Loamy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
2.21,31.4,8.44,39.94,1670.72,50.38,42.61,74.5,148.87,Clayey,Potato,Ammonium Nitrate
3.89,32.03,4.55,31.85,489.62,80.89,60.92,43.98,90.44,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.26,22.41,6.45,28.37,1105.89,72.25,21.74,77.23,56.07,Sandy,Peanut,Potash
0.33,45.77,6.59,19.03,857.5,45.47,54.6,94.97,326.15,Loamy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.93,48.32,4.78,21.16,434.31,34.86,41.06,80.25,449.1,Loamy,Potato,Superphosphate
2.68,8.5,7.6,18.74,791.88,56.34,95.9,52.8,497.7,Loamy,Tomato,Bone Meal
3.28,30.38,7.6,17.89,446.03,53.88,77.6,40.3,333.91,Loamy,Sugarcane,Urea
2.68,8.5,7.6,18.74,791.88,56.34,95.9,52.8,497.7,Loamy,Tomato,Bone Meal
0.54,5.19,6.23,33.56,429.98,69.12,12.75,12.71,236.33,Clayey,Rice,Superphosphate
2.74,9.25,7.87,37.74,764.07,83.65,103.99,20.12,320.28,Loamy,Maize,Urea
1.2,28.31,8.09,10.44,1150.95,39.99,69.79,73.85,316.62,Loamy,Cotton,Potash
0.51,24.0,4.16,27.68,220.04,34.58,66.89,41.34,291.88,Clayey,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
1.71,20.25,6.05,18.25,893.67,79.36,135.81,73.74,296.33,Clayey,Potato,Ammonium Nitrate
3.4,39.24,7.71,30.86,127.85,80.52,125.49,25.08,310.3,Clayey,Cotton,Calcium Nitrate
2.61,38.48,7.86,27.31,1663.14,33.79,136.78,68.01,296.39,Sandy,Soybean,Bone Meal
3.67,11.1,4.04,17.54,584.66,49.17,105.23,91.24,186.22,Loamy,Cotton,Potash
0.87,32.45,5.53,32.55,830.16,43.53,141.08,29.04,90.02,Loamy,Peanut,Compost
2.85,40.21,5.14,25.02,1557.09,72.25,8.94,99.63,165.17,Clayey,Sugarcane,Ammonium Nitrate
1.98,7.79,8.57,17.59,882.72,54.71,64.04,9.12,483.19,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.88,18.33,8.89,39.35,439.87,49.54,26.91,20.13,165.85,Loamy,Tomato,Calcium Nitrate
1.95,35.79,5.08,14.59,689.75,83.76,44.37,28.29,211.64,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.07,13.85,8.7,27.56,1286.36,30.96,56.57,69.22,489.84,Sandy,Cotton,DAP (Di-Ammonium Phosphate)
2.43,23.08,7.02,16.7,1941.58,68.62,92.56,66.65,128.82,Sandy,Maize,Ammonium Nitrate
0.19,10.65,6.59,19.16,1111.04,43.58,130.48,16.97,310.78,Loamy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.34,25.61,5.83,18.62,302.68,49.7,22.61,57.14,91.1,Sandy,Tomato,Superphosphate
1.66,19.8,5.63,23.32,1503.65,79.61,32.95,75.87,415.81,Sandy,Sugarcane,DAP (Di-Ammonium Phosphate)
1.38,25.98,8.47,13.96,1983.85,47.31,60.31,52.23,317.69,Loamy,Wheat,Potash
1.66,42.06,8.66,23.81,1922.86,86.12,23.27,61.53,172.81,Clayey,Cotton,Ammonium Sulphate
0.3,37.37,6.05,24.53,433.52,31.31,102.58,26.02,90.77,Loamy,Peanut,Calcium Nitrate
2.11,33.88,4.64,13.44,1130.35,69.26,116.89,60.92,100.95,Loamy,Rice,Superphosphate
3.21,9.65,7.77,33.52,1888.66,77.12,46.97,32.64,148.86,Loamy,Maize,Compost
2.23,22.89,8.07,38.59,1616.92,51.31,9.46,95.88,247.48,Sandy,Potato,DAP (Di-Ammonium Phosphate)
3.28,17.2,6.3,25.51,1915.64,31.68,130.96,11.9,78.08,Clayey,Cotton,Superphosphate
0.71,23.59,5.96,22.83,680.22,77.99,39.15,53.38,306.28,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
1.87,35.49,5.43,14.58,215.81,47.45,141.06,55.52,231.04,Sandy,Potato,Ammonium Nitrate
3.55,44.88,6.32,27.5,432.89,87.82,69.48,52.64,451.7,Sandy,Maize,Calcium Nitrate
1.25,45.91,5.27,36.69,518.0,49.92,117.45,49.75,369.36,Clayey,Maize,Urea
0.3,30.51,5.88,18.27,1586.69,57.22,124.66,30.03,340.97,Clayey,Potato,Bone Meal
1.03,33.59,5.79,34.12,621.69,50.96,111.47,71.53,53.81,Clayey,Peanut,Potash
2.3,19.4,6.2,19.43,1187.71,51.35,82.23,84.01,183.84,Loamy,Tomato,Ammonium Sulphate
2.74,14.16,6.18,24.57,340.87,79.95,71.16,20.93,246.38,Sandy,Rice,Ammonium Sulphate
2.07,49.95,5.02,26.8,822.45,80.69,147.98,13.96,162.01,Clayey,Maize,Potash
1.06,31.13,5.23,26.59,1363.07,83.03,74.11,49.69,81.37,Clayey,Wheat,Ammonium Nitrate
0.65,27.42,4.79,27.69,1686.4,68.29,41.58,99.7,201.93,Clayey,Sugarcane,Bone Meal
2.97,35.32,4.29,12.43,1574.2,88.33,92.84,38.04,203.22,Clayey,Soybean,DAP (Di-Ammonium Phosphate)
1.25,28.96,6.32,11.27,1335.72,31.99,29.97,79.95,310.14,Loamy,Tomato,Potash
2.3,8.15,7.27,17.22,1180.19,66.42,25.12,22.97,412.8,Sandy,Peanut,Compost
1.34,26.05,7.23,16.75,1907.14,32.13,31.13,72.84,287.11,Loamy,Peanut,Ammonium Sulphate
3.59,41.3,8.44,22.22,143.42,45.03,12.34,97.4,475.45,Loamy,Rice,Urea
2.12,8.09,5.26,10.75,595.7,31.38,15.19,28.93,489.49,Loamy,Rice,Ammonium Nitrate
0.14,5.75,7.82,17.61,620.04,62.77,147.88,5.0,481.33,Clayey,Tomato,Calcium Nitrate
0.99,37.97,8.01,21.79,655.09,41.48,57.99,84.09,121.74,Loamy,Soybean,Compost
3.94,35.3,4.82,10.63,915.84,32.93,10.55,28.12,131.97,Loamy,Wheat,Potash
1.73,5.28,7.93,22.11,915.25,30.84,145.58,53.62,435.15,Clayey,Cotton,Compost
3.04,32.65,4.62,23.98,255.18,53.73,12.03,14.48,169.14,Loamy,Wheat,Ammonium Sulphate
0.73,13.72,8.6,27.98,260.91,56.04,148.58,87.0,491.74,Clayey,Sugarcane,Ammonium Nitrate
0.45,33.17,5.99,23.52,833.26,57.34,90.54,89.88,281.57,Sandy,Cotton,Superphosphate
3.95,35.71,6.52,39.49,1901.1,82.56,67.23,87.73,413.68,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.28,37.29,4.74,34.81,483.34,31.25,74.94,49.86,403.22,Clayey,Rice,DAP (Di-Ammonium Phosphate)
3.27,49.15,6.98,24.28,242.28,57.45,109.07,52.16,132.29,Clayey,Tomato,Ammonium Nitrate
2.93,14.91,5.91,32.44,1820.82,69.23,65.86,14.61,288.61,Clayey,Tomato,Superphosphate
1.85,12.48,4.01,35.77,947.08,32.44,17.42,70.04,496.05,Loamy,Maize,Potash
3.49,37.64,8.41,16.14,179.97,89.95,101.31,31.85,358.84,Sandy,Peanut,Ammonium Sulphate
2.51,12.96,6.42,25.57,1064.24,33.02,111.9,34.23,199.71,Clayey,Wheat,Potash
3.95,22.64,8.03,31.87,1274.61,50.11,109.58,72.03,282.0,Sandy,Rice,Compost
0.24,8.41,6.84,31.97,1530.22,74.53,85.04,91.65,236.3,Sandy,Potato,Potash
2.52,32.31,5.49,11.3,414.17,41.44,26.45,79.04,53.19,Sandy,Tomato,Superphosphate
0.76,35.37,6.71,35.36,59.56,40.97,146.8,98.5,344.13,Loamy,Cotton,Compost
2.97,6.52,6.3,26.05,912.21,86.51,59.86,57.43,389.27,Loamy,Sugarcane,Superphosphate
2.67,23.78,8.72,31.67,524.63,59.66,85.14,33.0,57.37,Clayey,Potato,Ammonium Nitrate
2.32,12.26,7.54,27.68,146.72,86.33,102.34,76.32,473.34,Clayey,Cotton,Calcium Nitrate
3.2,7.23,8.7,32.5,1115.9,55.5,14.16,35.42,335.34,Clayey,Potato,Bone Meal
3.19,18.47,7.82,15.31,1930.92,88.29,81.15,34.26,401.59,Loamy,Cotton,Potash
0.38,40.24,4.82,20.46,1162.77,40.06,34.43,5.86,189.42,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.33,19.24,7.1,14.21,264.57,66.62,99.42,70.57,234.17,Sandy,Cotton,Urea
3.36,41.75,5.44,26.64,1752.59,73.19,24.0,34.72,401.89,Loamy,Soybean,Bone Meal
1.91,42.69,5.07,21.45,1944.31,36.18,39.98,95.16,62.56,Loamy,Maize,Ammonium Sulphate
1.53,19.96,4.5,19.17,1948.49,76.39,143.78,26.16,328.3,Clayey,Cotton,Superphosphate
2.1,39.29,7.54,26.45,168.22,33.72,99.95,35.51,60.45,Clayey,Cotton,Ammonium Sulphate
1.74,42.99,5.31,37.52,1727.73,41.75,7.03,71.07,451.66,Clayey,Soybean,Compost
3.55,29.67,8.8,39.44,401.74,62.53,91.57,17.25,320.8,Clayey,Maize,DAP (Di-Ammonium Phosphate)
2.06,7.5,8.31,30.52,373.13,70.01,149.28,57.45,390.43,Clayey,Cotton,Bone Meal
0.9,34.78,4.1,35.89,668.43,43.84,60.81,75.54,199.4,Clayey,Wheat,Compost
0.34,11.0,4.93,11.26,1868.31,38.4,30.95,9.22,62.25,Clayey,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.98,41.4,5.6,37.87,219.72,40.92,92.85,88.12,98.63,Sandy,Peanut,DAP (Di-Ammonium Phosphate)
3.88,9.41,5.43,36.05,1253.83,50.71,65.28,94.18,363.75,Sandy,Cotton,Urea
3.49,41.92,7.47,14.26,616.84,75.1,121.19,48.69,221.04,Clayey,Potato,DAP (Di-Ammonium Phosphate)
0.49,14.84,7.32,33.42,100.29,41.21,98.92,55.23,428.18,Loamy,Cotton,Ammonium Sulphate
0.21,29.07,5.31,11.26,1607.51,69.2,149.05,98.05,131.08,Loamy,Rice,DAP (Di-Ammonium Phosphate)
1.31,39.43,8.89,19.22,102.48,73.54,50.48,40.9,440.2,Sandy,Potato,Ammonium Nitrate
1.9,44.77,8.11,30.84,1837.96,55.64,81.81,79.01,348.81,Sandy,Soybean,Ammonium Sulphate
3.5,48.09,5.57,37.04,1829.76,45.16,23.72,51.23,467.79,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
0.71,23.59,5.96,22.83,680.22,77.99,39.15,53.38,306.28,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
2.14,23.08,4.63,13.18,176.63,40.99,88.51,30.93,229.6,Loamy,Soybean,Bone Meal
2.94,33.68,7.25,20.19,1015.37,43.07,145.17,78.58,107.06,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
1.87,26.75,7.07,11.44,27.32,33.74,108.64,75.2,417.44,Clayey,Soybean,Potash
0.99,41.94,7.68,26.13,356.55,85.01,34.99,98.47,379.52,Loamy,Tomato,Urea
2.21,21.95,5.06,36.06,846.03,61.39,91.75,24.43,388.89,Loamy,Rice,Compost
2.11,12.92,4.72,16.55,1745.04,46.85,10.75,9.03,221.43,Sandy,Rice,Compost
1.03,10.67,4.17,30.44,1219.96,34.44,14.65,79.96,224.88,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
3.25,39.96,6.97,10.12,1871.6,39.99,63.75,29.1,223.42,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.91,30.4,5.23,22.47,1776.36,50.33,110.01,18.91,287.17,Loamy,Sugarcane,Ammonium Nitrate
0.33,20.38,5.82,28.67,301.46,73.76,18.33,35.76,232.56,Clayey,Potato,Superphosphate
3.4,20.61,6.19,17.26,1413.06,49.47,65.35,99.39,196.63,Sandy,Soybean,Ammonium Nitrate
2.64,34.19,8.2,13.49,1593.16,58.87,85.21,28.61,201.01,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.0,8.39,6.57,22.72,707.28,72.84,117.57,46.23,260.33,Loamy,Tomato,Urea
1.69,16.59,5.94,26.45,1133.33,81.42,136.43,98.34,424.15,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
3.36,41.75,5.44,26.64,1752.59,73.19,24.0,34.72,401.89,Loamy,Soybean,Bone Meal
0.17,32.14,4.37,19.11,1088.47,82.53,72.81,5.33,141.22,Loamy,Rice,Superphosphate
3.57,48.11,4.3,11.11,341.51,64.21,127.95,53.48,485.2,Clayey,Rice,Bone Meal
2.32,22.63,8.18,33.25,1067.02,78.01,116.05,53.55,477.6,Sandy,Maize,Calcium Nitrate
3.17,14.52,8.67,37.09,729.0,58.29,122.61,33.98,427.06,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
2.64,7.81,4.89,32.56,1777.18,61.55,16.37,72.56,189.6,Loamy,Soybean,Potash
3.81,46.97,8.73,23.06,694.06,39.59,91.56,38.32,163.43,Sandy,Wheat,Urea
1.37,14.45,6.02,11.48,1561.87,52.94,38.69,68.46,146.29,Clayey,Cotton,Compost
3.69,8.92,7.64,35.81,1298.49,48.53,92.86,34.98,313.36,Sandy,Peanut,Urea
2.0,36.27,6.27,21.15,1713.17,41.47,148.51,97.32,226.45,Clayey,Soybean,Bone Meal
2.99,13.36,6.14,32.08,1814.23,34.28,121.95,78.01,232.11,Sandy,Soybean,Bone Meal
0.3,40.43,7.13,22.28,258.81,86.3,96.29,97.56,108.07,Loamy,Maize,Urea
2.37,16.3,7.22,26.75,1695.58,43.28,74.68,47.35,107.34,Loamy,Wheat,Compost
3.02,12.01,8.38,17.66,1985.81,80.31,145.85,67.49,113.61,Loamy,Rice,Compost
2.34,21.22,5.98,13.31,1944.08,48.44,147.66,74.96,290.28,Sandy,Tomato,Urea
1.03,42.11,4.68,29.78,783.39,45.45,50.79,99.7,470.84,Clayey,Wheat,Urea
2.07,7.22,4.67,22.48,1226.1,34.59,95.48,59.66,227.82,Sandy,Cotton,Ammonium Nitrate
0.65,17.31,8.9,22.5,1599.66,50.95,109.92,37.48,62.09,Sandy,Potato,Calcium Nitrate
0.67,39.3,4.1,30.83,1141.29,68.44,59.68,27.42,305.55,Sandy,Soybean,Superphosphate
2.04,7.28,7.86,38.52,336.82,40.66,45.21,95.52,276.1,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
3.56,23.5,8.66,32.92,852.0,51.6,78.23,74.12,82.44,Loamy,Peanut,Compost
2.68,26.35,6.05,34.04,1038.18,41.02,82.77,11.39,495.92,Loamy,Peanut,Compost
3.87,5.63,7.48,27.68,905.45,58.76,16.38,38.84,430.57,Loamy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
2.57,35.96,7.49,35.06,1263.98,49.76,9.15,50.89,301.42,Clayey,Cotton,Compost
0.44,39.63,4.44,18.62,789.21,31.56,53.71,12.83,164.77,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
3.24,20.82,4.61,15.76,366.93,57.2,40.84,88.73,266.93,Loamy,Cotton,Ammonium Nitrate
3.42,37.8,6.22,35.74,1431.7,51.28,30.08,78.66,119.16,Sandy,Tomato,Bone Meal
2.9,23.73,4.61,13.16,1941.46,46.03,123.13,26.04,329.33,Clayey,Wheat,Bone Meal
2.12,45.36,7.35,16.23,295.91,63.1,57.0,97.71,398.14,Sandy,Peanut,Calcium Nitrate
1.05,13.83,7.93,32.19,514.68,73.18,36.94,26.25,225.55,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.64,23.11,8.96,11.08,351.23,35.74,29.45,14.81,338.85,Clayey,Tomato,Calcium Nitrate
1.73,46.86,5.15,23.81,1171.03,77.36,81.97,41.09,120.55,Clayey,Maize,Ammonium Sulphate
2.84,18.5,8.36,11.97,1403.0,31.84,39.78,45.1,397.34,Sandy,Wheat,Urea
3.38,26.09,6.4,32.85,139.16,84.91,118.52,72.96,262.16,Clayey,Potato,Potash
1.03,16.75,4.55,17.39,1712.19,31.85,140.19,69.13,253.52,Sandy,Soybean,Bone Meal
1.9,32.73,6.82,30.83,664.9,52.1,96.21,34.27,144.44,Loamy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
2.2,43.97,7.92,37.66,855.39,36.58,107.69,73.89,481.88,Clayey,Maize,Urea
